date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2022-06-20,2022,6,20,North America,Canada,Vitamin,Vitamin C,65+,402,47.82,4471,693,0
2025-10-28,2025,10,28,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,180,84.88,4953,598,0
2022-01-29,2022,1,29,Europe,UK,Antibiotic,Amoxicillin,13-25,343,58.62,4802,458,0
2025-07-16,2025,7,16,Europe,UK,Antipyretic,Paracetamol,26-45,327,90.96,4849,92,0
2022-03-25,2022,3,25,Oceania,Australia,Antipyretic,Paracetamol,46-65,371,73.26,4813,325,0
2025-03-22,2025,3,22,East Asia,South Korea,Cough_Cold,Cetirizine,0-12,629,36.09,4266,255,0
2025-08-25,2025,8,25,Europe,UK,Antibiotic,Amoxicillin,65+,191,34.73,4763,574,0
2024-07-07,2024,7,7,Oceania,New Zealand,Antibiotic,Amoxicillin,65+,275,93.68,4730,70,0
2023-10-14,2023,10,14,North America,Canada,Cough_Cold,Cough Syrup,0-12,296,29.96,4506,656,0
2023-09-09,2023,9,9,East Asia,Japan,Antibiotic,Amoxicillin,46-65,339,63.87,4712,670,0
2021-01-15,2021,1,15,South America,Argentina,Vitamin,Multivitamin,0-12,946,69.02,4171,88,1
2020-08-23,2020,8,23,Africa,Kenya,Cough_Cold,Cetirizine,65+,526,87.2,4451,556,1
2020-08-18,2020,8,18,South America,Brazil,Chronic,Metformin,0-12,466,10.38,4647,339,1
2020-04-04,2020,4,4,Oceania,Australia,Vitamin,Vitamin C,13-25,805,66.64,4304,603,1
2021-11-30,2021,11,30,South Asia,India,Vitamin,Vitamin C,46-65,352,36.04,4505,519,1
2021-08-20,2021,8,20,Europe,Germany,Vitamin,Multivitamin,46-65,192,60.73,4944,500,1
2024-07-31,2024,7,31,Oceania,Australia,Cough_Cold,Cough Syrup,65+,364,54.87,4760,270,0
2020-08-24,2020,8,24,South America,Argentina,Antibiotic,Amoxicillin,46-65,219,87.52,4690,134,1
2025-03-18,2025,3,18,Africa,Nigeria,Antibiotic,Azithromycin,46-65,576,96.67,4564,423,0
2022-10-08,2022,10,8,East Asia,South Korea,Vitamin,Multivitamin,65+,306,44.86,4712,334,0
2020-08-07,2020,8,7,Middle East,Saudi Arabia,Antibiotic,Azithromycin,0-12,274,99.99,4899,230,1
2023-04-14,2023,4,14,Oceania,New Zealand,Cough_Cold,Cetirizine,13-25,383,68.84,4817,494,0
2022-02-02,2022,2,2,East Asia,China,Chronic,Amlodipine,65+,540,69.78,4654,280,0
2020-07-03,2020,7,3,Africa,Kenya,Cough_Cold,Cetirizine,0-12,558,28.91,4460,40,1
2023-06-09,2023,6,9,Europe,UK,Cough_Cold,Cough Syrup,13-25,431,27.26,4681,197,0
2020-07-31,2020,7,31,Oceania,Australia,Cough_Cold,Cetirizine,0-12,448,54.14,4646,147,1
2025-08-15,2025,8,15,Africa,Kenya,Cough_Cold,Cough Syrup,65+,292,19.12,4538,127,0
2023-07-08,2023,7,8,South America,Brazil,Vitamin,Multivitamin,46-65,200,90.58,4791,623,0
2022-06-13,2022,6,13,Middle East,UAE,Vitamin,Multivitamin,0-12,515,77.87,4418,84,0
2020-08-16,2020,8,16,South Asia,Sri Lanka,Vitamin,Multivitamin,46-65,433,90.08,4632,41,1
2023-08-02,2023,8,2,East Asia,South Korea,Chronic,Metformin,0-12,280,16.45,4571,358,0
2022-10-23,2022,10,23,Oceania,Australia,Antibiotic,Amoxicillin,0-12,149,97.49,4656,128,0
2025-11-27,2025,11,27,East Asia,Japan,Antipyretic,Paracetamol,46-65,323,56.87,4545,646,0
2024-09-02,2024,9,2,South America,Argentina,Antipyretic,Ibuprofen,13-25,218,89.5,4684,116,0
2022-12-04,2022,12,4,East Asia,Japan,Vitamin,Multivitamin,26-45,458,24.17,4447,338,0
2022-10-04,2022,10,4,North America,USA,Cough_Cold,Cough Syrup,65+,289,50.63,4676,545,0
2022-10-19,2022,10,19,Europe,Germany,Chronic,Amlodipine,65+,160,97.75,4654,82,0
2022-07-17,2022,7,17,South America,Argentina,Chronic,Amlodipine,46-65,198,58.85,4781,449,0
2023-05-02,2023,5,2,Africa,Kenya,Antipyretic,Paracetamol,0-12,503,27.58,4468,419,0
2025-03-04,2025,3,4,Middle East,UAE,Chronic,Amlodipine,13-25,659,30.33,4255,578,0
2022-06-02,2022,6,2,South Asia,Bangladesh,Chronic,Amlodipine,65+,270,24.61,4899,51,0
2020-07-10,2020,7,10,South Asia,Sri Lanka,Chronic,Metformin,0-12,668,81.22,4443,182,1
2020-09-09,2020,9,9,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,26-45,231,67.01,4634,413,1
2020-11-22,2020,11,22,South Asia,Bangladesh,Vitamin,Multivitamin,46-65,593,44.0,4281,371,1
2022-02-04,2022,2,4,East Asia,South Korea,Chronic,Metformin,13-25,640,96.31,4275,392,0
2021-04-14,2021,4,14,Africa,Nigeria,Antipyretic,Ibuprofen,46-65,687,43.47,4117,39,1
2022-03-07,2022,3,7,North America,USA,Chronic,Amlodipine,13-25,338,39.68,4487,480,0
2020-09-26,2020,9,26,East Asia,Japan,Cough_Cold,Cetirizine,13-25,482,8.0,4328,307,1
2023-08-10,2023,8,10,South America,Argentina,Antipyretic,Paracetamol,26-45,157,74.18,4787,56,0
2021-09-27,2021,9,27,South Asia,Bangladesh,Antipyretic,Paracetamol,0-12,548,43.51,4410,662,1
2020-03-18,2020,3,18,South America,Argentina,Cough_Cold,Cough Syrup,0-12,718,87.22,4415,238,1
2020-03-19,2020,3,19,East Asia,South Korea,Vitamin,Vitamin C,26-45,629,18.65,4512,214,1
2020-08-04,2020,8,4,Oceania,New Zealand,Chronic,Metformin,26-45,554,87.87,4246,320,1
2021-04-24,2021,4,24,North America,USA,Chronic,Metformin,65+,483,13.83,4648,221,1
2022-09-01,2022,9,1,South America,Argentina,Vitamin,Multivitamin,13-25,282,85.81,4577,691,0
2023-03-16,2023,3,16,South America,Argentina,Vitamin,Multivitamin,13-25,617,89.89,4314,235,0
2022-08-24,2022,8,24,Middle East,UAE,Antibiotic,Amoxicillin,65+,307,89.81,4766,647,0
2024-12-12,2024,12,12,Middle East,UAE,Antibiotic,Amoxicillin,0-12,210,53.99,4633,281,0
2023-01-01,2023,1,1,South Asia,India,Cough_Cold,Cough Syrup,65+,225,5.75,4954,163,0
2021-03-26,2021,3,26,South America,Argentina,Cough_Cold,Cough Syrup,65+,487,83.91,4370,97,1
2021-05-05,2021,5,5,South Asia,Bangladesh,Cough_Cold,Cetirizine,65+,814,22.58,4149,132,1
2021-05-04,2021,5,4,Middle East,Saudi Arabia,Antipyretic,Paracetamol,0-12,547,21.18,4577,181,1
2020-06-20,2020,6,20,North America,USA,Antipyretic,Ibuprofen,26-45,316,16.47,4565,67,1
2020-12-13,2020,12,13,South Asia,India,Chronic,Amlodipine,26-45,433,17.98,4581,229,1
2022-08-27,2022,8,27,South America,Argentina,Chronic,Metformin,46-65,255,31.39,4918,236,0
2022-10-14,2022,10,14,East Asia,South Korea,Antipyretic,Paracetamol,26-45,306,70.35,4847,273,0
2020-10-24,2020,10,24,Middle East,UAE,Antibiotic,Azithromycin,46-65,575,16.92,4610,112,1
2023-07-14,2023,7,14,Middle East,UAE,Antibiotic,Azithromycin,46-65,398,67.65,4644,149,0
2021-10-25,2021,10,25,Europe,Germany,Cough_Cold,Cough Syrup,65+,470,27.7,4499,335,1
2025-11-06,2025,11,6,East Asia,South Korea,Chronic,Metformin,0-12,361,80.78,4563,230,0
2023-06-01,2023,6,1,East Asia,South Korea,Vitamin,Vitamin C,0-12,458,88.46,4475,201,0
2022-08-17,2022,8,17,Oceania,New Zealand,Chronic,Metformin,65+,208,15.12,4617,401,0
2021-05-18,2021,5,18,East Asia,Japan,Antibiotic,Amoxicillin,65+,446,90.42,4370,317,1
2024-10-01,2024,10,1,East Asia,South Korea,Vitamin,Vitamin C,13-25,317,94.88,4567,140,0
2020-02-18,2020,2,18,Oceania,New Zealand,Antibiotic,Amoxicillin,65+,891,32.63,4282,492,1
2024-08-23,2024,8,23,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,0-12,302,84.2,4672,616,0
2025-09-18,2025,9,18,South America,Brazil,Antipyretic,Ibuprofen,0-12,335,42.06,4646,401,0
2020-08-20,2020,8,20,South Asia,India,Antipyretic,Ibuprofen,0-12,275,99.07,4728,575,1
2024-08-26,2024,8,26,Oceania,New Zealand,Antipyretic,Paracetamol,46-65,242,39.44,4649,505,0
2023-09-20,2023,9,20,South America,Brazil,Antibiotic,Amoxicillin,46-65,130,29.14,5047,597,0
2025-05-17,2025,5,17,South Asia,India,Vitamin,Multivitamin,0-12,562,23.64,4402,492,0
2023-03-15,2023,3,15,East Asia,South Korea,Antipyretic,Ibuprofen,0-12,472,65.23,4712,122,0
2021-05-25,2021,5,25,Oceania,Australia,Vitamin,Vitamin C,0-12,399,59.13,4801,538,1
2023-07-01,2023,7,1,South Asia,Bangladesh,Cough_Cold,Cetirizine,26-45,397,23.78,4690,478,0
2022-10-04,2022,10,4,North America,Canada,Antibiotic,Amoxicillin,26-45,317,17.31,4688,289,0
2021-07-18,2021,7,18,Oceania,New Zealand,Vitamin,Vitamin C,65+,558,45.72,4480,615,1
2024-11-04,2024,11,4,North America,Canada,Cough_Cold,Cough Syrup,26-45,250,63.12,4550,314,0
2025-11-27,2025,11,27,Oceania,Australia,Antibiotic,Amoxicillin,26-45,295,27.81,4803,183,0
2020-05-09,2020,5,9,Oceania,Australia,Vitamin,Multivitamin,0-12,444,75.01,4495,105,1
2020-07-27,2020,7,27,Oceania,New Zealand,Antipyretic,Paracetamol,26-45,682,32.55,4256,86,1
2020-04-11,2020,4,11,Middle East,UAE,Vitamin,Multivitamin,26-45,628,45.8,4416,689,1
2021-03-18,2021,3,18,Oceania,New Zealand,Antibiotic,Azithromycin,13-25,1043,54.61,3876,246,1
2024-08-01,2024,8,1,North America,Canada,Antipyretic,Ibuprofen,26-45,276,33.83,4810,396,0
2022-12-16,2022,12,16,South Asia,Sri Lanka,Vitamin,Vitamin C,13-25,213,17.14,4953,669,0
2025-01-11,2025,1,11,Europe,UK,Antibiotic,Amoxicillin,65+,441,83.09,4415,718,0
2024-07-25,2024,7,25,North America,USA,Chronic,Metformin,26-45,321,29.71,4571,234,0
2025-07-11,2025,7,11,Africa,Kenya,Antipyretic,Paracetamol,13-25,305,11.13,4655,592,0
2020-07-02,2020,7,2,North America,Canada,Antibiotic,Amoxicillin,13-25,347,56.31,4746,663,1
2025-01-25,2025,1,25,North America,Canada,Antipyretic,Ibuprofen,26-45,3556,57.73,1563,543,0
2023-12-13,2023,12,13,Oceania,New Zealand,Antipyretic,Ibuprofen,26-45,328,37.02,4742,88,0
2024-09-12,2024,9,12,South Asia,Bangladesh,Antipyretic,Paracetamol,13-25,201,41.72,4685,172,0
2024-08-04,2024,8,4,East Asia,Japan,Chronic,Metformin,46-65,228,56.16,4611,524,0
2024-10-14,2024,10,14,East Asia,South Korea,Antibiotic,Amoxicillin,0-12,375,33.8,4523,152,0
2021-09-06,2021,9,6,Middle East,UAE,Cough_Cold,Cetirizine,65+,329,25.4,4668,162,1
2023-03-29,2023,3,29,Middle East,UAE,Cough_Cold,Cetirizine,0-12,691,31.99,4125,278,0
2020-08-17,2020,8,17,North America,Canada,Antipyretic,Ibuprofen,46-65,278,65.44,4695,92,1
2022-11-23,2022,11,23,East Asia,Japan,Cough_Cold,Cetirizine,26-45,226,62.34,4877,513,0
2024-05-12,2024,5,12,Middle East,UAE,Antibiotic,Azithromycin,26-45,351,19.18,4768,638,0
2024-02-24,2024,2,24,Africa,Nigeria,Vitamin,Vitamin C,26-45,399,7.91,4615,56,0
2021-08-17,2021,8,17,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,46-65,245,58.16,4668,315,1
2021-09-03,2021,9,3,Europe,France,Vitamin,Vitamin C,46-65,191,83.11,4723,115,1
2024-03-09,2024,3,9,Europe,France,Vitamin,Vitamin C,13-25,704,60.73,4154,553,0
2020-02-06,2020,2,6,Europe,Germany,Cough_Cold,Cough Syrup,26-45,485,53.21,4358,397,1
2024-01-07,2024,1,7,Africa,Kenya,Antibiotic,Amoxicillin,13-25,539,14.34,4595,667,0
2024-08-15,2024,8,15,Oceania,Australia,Cough_Cold,Cetirizine,26-45,244,78.4,4619,500,0
2025-05-02,2025,5,2,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,321,36.48,4778,573,0
2024-04-19,2024,4,19,Middle East,Saudi Arabia,Vitamin,Vitamin C,46-65,446,28.8,4377,209,0
2020-09-10,2020,9,10,Middle East,UAE,Vitamin,Vitamin C,46-65,300,57.32,4786,595,1
2020-01-17,2020,1,17,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,0-12,676,17.64,4179,76,1
2023-03-08,2023,3,8,North America,USA,Antipyretic,Ibuprofen,13-25,594,41.22,4321,714,0
2021-05-05,2021,5,5,South America,Argentina,Cough_Cold,Cough Syrup,46-65,620,88.45,4309,213,1
2022-02-14,2022,2,14,East Asia,China,Cough_Cold,Cough Syrup,0-12,493,18.13,4638,310,0
2022-11-10,2022,11,10,North America,Canada,Vitamin,Vitamin C,46-65,301,67.24,4855,436,0
2024-06-11,2024,6,11,Middle East,UAE,Vitamin,Vitamin C,0-12,283,28.39,4711,226,0
2022-08-08,2022,8,8,East Asia,Japan,Antipyretic,Ibuprofen,65+,332,61.12,4733,685,0
2024-02-06,2024,2,6,East Asia,China,Vitamin,Multivitamin,26-45,296,39.76,4668,156,0
2023-07-19,2023,7,19,North America,USA,Antibiotic,Azithromycin,13-25,213,12.54,4607,592,0
2024-02-09,2024,2,9,Europe,Germany,Vitamin,Vitamin C,46-65,435,84.87,4438,498,0
2022-11-08,2022,11,8,South America,Brazil,Cough_Cold,Cetirizine,65+,152,48.77,5035,152,0
2023-05-24,2023,5,24,South America,Brazil,Antipyretic,Ibuprofen,26-45,508,13.3,4532,410,0
2020-06-29,2020,6,29,South Asia,Bangladesh,Antipyretic,Paracetamol,65+,485,75.73,4714,265,1
2023-05-28,2023,5,28,Middle East,Saudi Arabia,Antipyretic,Paracetamol,13-25,450,93.82,4610,694,0
2022-09-17,2022,9,17,South Asia,Bangladesh,Antipyretic,Paracetamol,13-25,294,72.55,4736,547,0
2020-08-24,2020,8,24,South America,Brazil,Antibiotic,Azithromycin,46-65,383,5.06,4563,436,1
2022-04-20,2022,4,20,Oceania,New Zealand,Antibiotic,Azithromycin,13-25,437,90.06,4644,615,0
2024-05-26,2024,5,26,Africa,Kenya,Chronic,Amlodipine,65+,340,27.92,4658,281,0
2020-03-19,2020,3,19,North America,Canada,Vitamin,Vitamin C,65+,732,27.6,4267,719,1
2020-12-27,2020,12,27,East Asia,Japan,Chronic,Amlodipine,26-45,406,97.83,4715,286,1
2022-05-22,2022,5,22,North America,USA,Chronic,Amlodipine,65+,360,17.19,4831,118,0
2020-07-16,2020,7,16,Africa,Kenya,Antibiotic,Azithromycin,65+,454,49.86,4518,132,1
2022-04-04,2022,4,4,North America,Canada,Antibiotic,Azithromycin,0-12,562,47.81,4543,272,0
2024-02-16,2024,2,16,South Asia,Bangladesh,Vitamin,Vitamin C,46-65,277,32.81,4585,541,0
2021-09-15,2021,9,15,Africa,Nigeria,Chronic,Amlodipine,13-25,3661,46.69,1400,607,1
2020-07-28,2020,7,28,North America,USA,Vitamin,Multivitamin,26-45,360,25.83,4650,52,1
2023-01-11,2023,1,11,Europe,Germany,Antibiotic,Amoxicillin,65+,547,30.85,4612,440,0
2020-11-22,2020,11,22,South Asia,India,Chronic,Metformin,46-65,628,71.89,4331,393,1
2020-09-11,2020,9,11,East Asia,China,Cough_Cold,Cough Syrup,26-45,311,30.09,4552,362,1
2025-08-10,2025,8,10,South America,Argentina,Antipyretic,Paracetamol,46-65,260,90.63,4791,690,0
2024-04-22,2024,4,22,Europe,UK,Vitamin,Multivitamin,65+,706,19.23,4225,330,0
2020-11-15,2020,11,15,Oceania,Australia,Chronic,Metformin,46-65,300,33.05,4744,354,1
2021-06-21,2021,6,21,South America,Brazil,Chronic,Metformin,46-65,671,84.74,4458,484,1
2021-01-29,2021,1,29,South Asia,Sri Lanka,Cough_Cold,Cough Syrup,13-25,785,70.92,4198,538,1
2020-06-21,2020,6,21,South Asia,Sri Lanka,Vitamin,Multivitamin,46-65,282,67.69,4728,591,1
2025-07-07,2025,7,7,Middle East,Saudi Arabia,Antipyretic,Ibuprofen,13-25,264,23.88,4872,640,0
2023-03-25,2023,3,25,Middle East,Saudi Arabia,Antipyretic,Paracetamol,46-65,452,19.14,4555,428,0
2025-08-22,2025,8,22,East Asia,South Korea,Antipyretic,Ibuprofen,46-65,270,73.32,4879,294,0
2024-09-05,2024,9,5,Europe,UK,Antipyretic,Paracetamol,46-65,276,57.29,4650,558,0
2021-05-02,2021,5,2,South America,Argentina,Antipyretic,Paracetamol,46-65,628,71.0,4351,595,1
2020-06-13,2020,6,13,South Asia,Sri Lanka,Vitamin,Multivitamin,0-12,672,41.88,4431,91,1
2021-08-31,2021,8,31,Oceania,New Zealand,Vitamin,Multivitamin,13-25,383,74.61,4631,34,1
2023-09-19,2023,9,19,South America,Brazil,Cough_Cold,Cough Syrup,65+,327,49.97,4751,101,0
2022-11-19,2022,11,19,North America,USA,Vitamin,Multivitamin,13-25,357,41.37,4795,609,0
2024-04-16,2024,4,16,Africa,Kenya,Vitamin,Multivitamin,65+,409,80.89,4462,551,0
2020-08-14,2020,8,14,South America,Brazil,Antibiotic,Amoxicillin,46-65,471,46.83,4504,205,1
2021-04-14,2021,4,14,East Asia,South Korea,Antibiotic,Azithromycin,46-65,683,37.66,4278,540,1
2020-05-23,2020,5,23,Middle East,UAE,Antibiotic,Amoxicillin,46-65,837,74.67,4192,323,1
2020-06-08,2020,6,8,Europe,France,Vitamin,Vitamin C,65+,750,38.39,4271,529,1
2022-06-02,2022,6,2,North America,Canada,Antipyretic,Ibuprofen,46-65,467,71.79,4677,548,0
2024-04-06,2024,4,6,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,0-12,622,26.05,4395,533,0
2020-03-07,2020,3,7,Europe,UK,Antibiotic,Amoxicillin,13-25,880,75.73,3944,323,1
2025-10-27,2025,10,27,North America,Canada,Vitamin,Multivitamin,65+,321,90.41,4499,648,0
2020-09-07,2020,9,7,East Asia,Japan,Antibiotic,Amoxicillin,65+,267,79.87,4910,650,1
2021-11-05,2021,11,5,Africa,Kenya,Cough_Cold,Cough Syrup,26-45,446,8.66,4754,484,1
2021-05-06,2021,5,6,Oceania,New Zealand,Antipyretic,Paracetamol,13-25,631,11.11,4285,628,1
2024-11-07,2024,11,7,East Asia,Japan,Chronic,Amlodipine,26-45,387,46.82,4723,403,0
2021-04-05,2021,4,5,Europe,France,Cough_Cold,Cetirizine,46-65,498,34.23,4643,616,1
2020-07-25,2020,7,25,North America,Canada,Vitamin,Multivitamin,26-45,546,78.94,4462,65,1
2021-07-19,2021,7,19,Europe,France,Chronic,Amlodipine,13-25,553,45.36,4438,377,1
2022-03-16,2022,3,16,South America,Argentina,Chronic,Amlodipine,26-45,301,13.83,4834,102,0
2025-01-16,2025,1,16,Europe,Germany,Cough_Cold,Cetirizine,13-25,586,60.33,4344,93,0
2024-10-26,2024,10,26,North America,Canada,Cough_Cold,Cetirizine,26-45,325,30.54,4516,652,0
2021-03-16,2021,3,16,Europe,Germany,Vitamin,Vitamin C,0-12,660,26.09,4393,152,1
2020-11-06,2020,11,6,Europe,UK,Chronic,Amlodipine,26-45,308,95.51,4718,128,1
2022-11-27,2022,11,27,Africa,Kenya,Antibiotic,Azithromycin,65+,283,91.94,4696,262,0
2023-07-23,2023,7,23,Oceania,New Zealand,Cough_Cold,Cough Syrup,65+,254,18.59,4781,478,0
2021-11-04,2021,11,4,Middle East,UAE,Antibiotic,Amoxicillin,0-12,271,22.24,4643,486,1
2023-09-14,2023,9,14,North America,USA,Antibiotic,Azithromycin,26-45,303,55.35,4740,370,0
2021-06-27,2021,6,27,Africa,Nigeria,Vitamin,Multivitamin,13-25,555,25.24,4429,276,1
2023-01-26,2023,1,26,Oceania,Australia,Antipyretic,Paracetamol,0-12,495,35.49,4595,702,0
2021-08-15,2021,8,15,Europe,UK,Chronic,Metformin,46-65,190,75.06,4619,657,1
2020-01-28,2020,1,28,East Asia,Japan,Antibiotic,Azithromycin,26-45,794,21.84,4144,269,1
2021-10-02,2021,10,2,North America,Canada,Vitamin,Multivitamin,13-25,431,49.02,4565,689,1
2020-10-08,2020,10,8,Middle East,UAE,Chronic,Metformin,13-25,415,23.42,4447,648,1
2021-10-14,2021,10,14,Europe,UK,Vitamin,Vitamin C,13-25,500,59.71,4419,124,1
2023-02-23,2023,2,23,South America,Argentina,Cough_Cold,Cough Syrup,65+,565,81.33,4483,230,0
2021-05-12,2021,5,12,South America,Brazil,Antibiotic,Amoxicillin,46-65,789,82.94,4383,701,1
2023-05-28,2023,5,28,South America,Brazil,Vitamin,Multivitamin,26-45,406,16.82,4789,527,0
2024-08-15,2024,8,15,Europe,France,Antibiotic,Azithromycin,26-45,105,53.58,4742,282,0
2021-03-03,2021,3,3,Africa,Kenya,Chronic,Metformin,0-12,757,44.21,4301,375,1
2021-10-12,2021,10,12,South Asia,Sri Lanka,Cough_Cold,Cetirizine,46-65,362,70.84,4821,631,1
2021-10-03,2021,10,3,East Asia,Japan,Vitamin,Vitamin C,0-12,315,17.38,4843,275,1
2021-05-06,2021,5,6,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,26-45,582,90.69,4254,500,1
2021-12-11,2021,12,11,Middle East,UAE,Vitamin,Multivitamin,65+,596,74.19,4424,331,1
2023-07-09,2023,7,9,Africa,Nigeria,Chronic,Amlodipine,13-25,154,43.3,4716,569,0
2022-01-23,2022,1,23,South America,Argentina,Antipyretic,Ibuprofen,46-65,584,94.32,4367,312,0
2021-10-26,2021,10,26,East Asia,South Korea,Antibiotic,Amoxicillin,46-65,328,44.95,4664,172,1
2020-09-26,2020,9,26,Europe,Germany,Antipyretic,Ibuprofen,65+,548,72.38,4332,292,1
2022-01-08,2022,1,8,East Asia,Japan,Cough_Cold,Cetirizine,46-65,420,44.06,4403,640,0
2025-10-01,2025,10,1,Middle East,Saudi Arabia,Antipyretic,Paracetamol,46-65,255,71.72,4634,413,0
2022-09-03,2022,9,3,South Asia,Bangladesh,Antipyretic,Paracetamol,65+,281,88.07,4723,79,0
2025-10-27,2025,10,27,South America,Brazil,Antibiotic,Amoxicillin,46-65,307,55.56,4566,158,0
2020-12-28,2020,12,28,Middle East,Saudi Arabia,Chronic,Metformin,13-25,472,32.36,4605,576,1
2021-08-08,2021,8,8,North America,USA,Cough_Cold,Cough Syrup,13-25,267,41.26,4649,241,1
2024-06-24,2024,6,24,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,540,28.2,4561,557,0
2021-02-03,2021,2,3,South America,Argentina,Vitamin,Vitamin C,65+,794,70.52,4159,311,1
2021-06-05,2021,6,5,South Asia,Bangladesh,Vitamin,Multivitamin,26-45,604,91.14,4573,378,1
2022-10-12,2022,10,12,East Asia,China,Antibiotic,Azithromycin,0-12,281,57.64,4778,630,0
2022-07-09,2022,7,9,East Asia,Japan,Antipyretic,Ibuprofen,65+,250,66.11,4693,118,0
2024-01-16,2024,1,16,South Asia,Sri Lanka,Antibiotic,Azithromycin,26-45,453,96.69,4598,96,0
2024-09-24,2024,9,24,South America,Argentina,Antipyretic,Paracetamol,26-45,155,57.76,4804,518,0
2021-05-01,2021,5,1,North America,Canada,Chronic,Metformin,26-45,803,92.51,4090,379,1
2020-06-29,2020,6,29,Europe,France,Vitamin,Vitamin C,26-45,609,33.68,4217,224,1
2020-12-13,2020,12,13,Middle East,UAE,Vitamin,Multivitamin,0-12,550,55.31,4422,66,1
2022-12-18,2022,12,18,South America,Brazil,Antipyretic,Paracetamol,0-12,219,30.25,4869,683,0
2020-01-15,2020,1,15,Africa,Kenya,Chronic,Amlodipine,0-12,438,84.69,4461,325,1
2020-08-20,2020,8,20,North America,USA,Chronic,Amlodipine,13-25,406,63.05,4765,35,1
2021-10-01,2021,10,1,South America,Brazil,Chronic,Amlodipine,0-12,516,85.33,4467,401,1
2021-10-30,2021,10,30,East Asia,Japan,Chronic,Metformin,0-12,338,34.14,4665,285,1
2021-01-17,2021,1,17,East Asia,South Korea,Cough_Cold,Cetirizine,13-25,647,55.25,4190,170,1
2025-12-18,2025,12,18,Europe,Germany,Chronic,Metformin,46-65,245,90.88,4901,181,0
2022-02-02,2022,2,2,Africa,Nigeria,Antipyretic,Ibuprofen,0-12,586,61.58,4478,269,0
2021-03-23,2021,3,23,Oceania,Australia,Antipyretic,Ibuprofen,0-12,499,7.64,4318,505,1
2024-10-06,2024,10,6,North America,USA,Chronic,Metformin,13-25,153,98.67,4664,487,0
2024-08-15,2024,8,15,East Asia,Japan,Cough_Cold,Cetirizine,26-45,180,94.1,4878,657,0
2022-02-23,2022,2,23,South America,Argentina,Vitamin,Vitamin C,65+,566,73.62,4346,216,0
2025-06-23,2025,6,23,Middle East,Saudi Arabia,Cough_Cold,Cetirizine,26-45,2835,94.86,2287,279,0
2022-01-17,2022,1,17,South Asia,Bangladesh,Antibiotic,Amoxicillin,13-25,578,50.43,4232,483,0
2020-07-14,2020,7,14,East Asia,China,Chronic,Amlodipine,65+,447,13.4,4525,386,1
2024-05-11,2024,5,11,East Asia,Japan,Cough_Cold,Cetirizine,0-12,358,86.07,4477,342,0
2023-12-19,2023,12,19,Middle East,UAE,Antibiotic,Amoxicillin,26-45,292,97.59,4631,507,0
2022-10-28,2022,10,28,Oceania,Australia,Cough_Cold,Cough Syrup,26-45,945,48.88,3882,313,0
2024-03-03,2024,3,3,Europe,France,Chronic,Amlodipine,65+,346,57.73,4466,592,0
2020-06-06,2020,6,6,South America,Brazil,Chronic,Metformin,65+,597,49.22,4249,577,1
2021-06-25,2021,6,25,South Asia,India,Vitamin,Multivitamin,26-45,341,21.3,4521,296,1
2023-07-14,2023,7,14,Oceania,Australia,Cough_Cold,Cetirizine,0-12,395,48.15,4657,279,0
2020-02-10,2020,2,10,South Asia,Sri Lanka,Antipyretic,Paracetamol,13-25,758,12.57,4224,674,1
2024-02-27,2024,2,27,South Asia,Bangladesh,Vitamin,Multivitamin,26-45,373,27.51,4713,540,0
2024-07-17,2024,7,17,Africa,Nigeria,Cough_Cold,Cetirizine,26-45,204,40.87,4717,673,0
2022-10-12,2022,10,12,Africa,Nigeria,Cough_Cold,Cetirizine,0-12,171,38.65,4965,567,0
2021-11-16,2021,11,16,Europe,France,Chronic,Metformin,13-25,513,46.2,4676,564,1
2022-10-27,2022,10,27,Africa,Kenya,Antipyretic,Paracetamol,65+,1760,55.67,3350,401,0
2022-07-15,2022,7,15,North America,USA,Chronic,Metformin,26-45,158,45.53,4812,142,0
2021-12-01,2021,12,1,South America,Brazil,Cough_Cold,Cough Syrup,13-25,374,13.62,4574,204,1
2022-09-10,2022,9,10,South Asia,Bangladesh,Antipyretic,Ibuprofen,26-45,280,86.2,4604,488,0
2025-05-06,2025,5,6,South America,Argentina,Cough_Cold,Cough Syrup,46-65,333,21.5,4837,82,0
2024-01-19,2024,1,19,Europe,Germany,Vitamin,Multivitamin,65+,612,6.93,4391,592,0
2025-08-16,2025,8,16,South America,Argentina,Vitamin,Multivitamin,0-12,317,95.71,4664,541,0
2025-05-10,2025,5,10,South Asia,Bangladesh,Cough_Cold,Cetirizine,46-65,436,68.7,4746,438,0
2021-10-31,2021,10,31,Middle East,Saudi Arabia,Chronic,Amlodipine,26-45,489,20.14,4516,202,1
2023-08-22,2023,8,22,South America,Brazil,Cough_Cold,Cetirizine,46-65,351,21.44,4718,661,0
